song_id,comment_n,comment_len,comment_len_mean,comment_len_stdev,words_clean_unique_n,words_clean_total_n,bsm_n_words,bsm_v_mean,bsm_v_std,bsm_a_mean,bsm_a_std,bsm_d_mean,bsm_d_std,emo_n_words,emo_v_total,emo_v_mean,emo_v_std,emo_a_total,emo_a_mean,emo_a_std,emo_d_total,emo_d_mean,emo_d_std,aff_n_words,aff_anger,aff_fear,aff_sadness,aff_joy,aff_anger_wt,aff_fear_wt,aff_sadness_wt,aff_joy_wt,lex_n_words,lex_joy,lex_trust,lex_anticipation,lex_surprise,lex_positive,lex_negative,lex_sadness,lex_fear,lex_disgust,hssent_n_words,hssent_uniq_avg,hssent_uniq_std,hssent_dupl_avg,anew_n_words,anew_v_total,anew_v_mean,anew_v_std,anew_a_total,anew_a_mean,anew_a_std,anew_d_total,anew_d_mean,anew_d_std,mpqa_n_words,mpqa_pos,mpqa_neu,mpqa_neg,song_valence,song_arousal
1054,1.000000,3.000000,3.000000,0.000000,2,2,2.000000,5.085000,1.625000,3.675000,2.450000,4.510000,2.350000,2.000000,0.339000,0.332500,0.380500,0.339000,0.199404,0.332500,0.023335,0.380500,0.116673,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.197667,0.258748,0.197667,2.000000,5.085000,3.675000,4.510000,5.085000,0.502046,3.675000,0.388909,4.510000,0.141421,0.000000,0.000000,0.000000,0.000000,-1.048386,0.335195,
919,21.000000,357.000000,17.000000,13.011533,178,252,101.000000,6.010479,1.621712,4.265890,2.421575,5.726301,2.116781,106.000000,0.635342,0.450237,0.541724,0.642566,0.205527,0.455255,0.180145,0.542566,0.170759,14.000000,0.520000,0.258667,0.400000,0.691467,0.022609,0.067478,0.017391,0.450957,68.000000,0.138614,0.198020,0.217822,0.049505,0.277228,0.029703,0.009901,0.059406,0.009901,260.000000,0.392892,1.220482,0.367335,101.000000,6.010479,4.265890,5.726301,6.040297,1.199008,4.194455,0.919121,5.724554,0.877552,52.000000,0.621212,0.196970,0.181818,-0.867375,-0.548259,
3105,2.000000,35.000000,17.500000,10.606602,19,25,9.000000,5.891000,1.476000,3.895000,2.524000,5.708000,2.298000,10.000000,0.696000,0.440000,0.581636,0.705200,0.253949,0.441700,0.128673,0.586000,0.145792,5.000000,0.453000,0.375000,0.422000,0.687500,0.090600,0.075000,0.084400,0.275000,13.000000,0.153846,0.076923,0.076923,0.076923,0.230769,0.076923,0.076923,0.076923,0.076923,22.000000,0.692000,1.549259,0.645308,9.000000,5.891000,3.895000,5.708000,5.956667,1.464795,3.946667,0.842125,5.733333,0.887539,7.000000,0.571429,0.285714,0.142857,1.541257,1.704165,
3493,19.000000,449.000000,23.631579,19.922657,194,260,99.000000,6.046993,1.578881,4.214336,2.342168,5.714545,2.167622,108.000000,0.621000,0.509375,0.532414,0.606630,0.233116,0.496694,0.195974,0.530148,0.152893,35.000000,0.556889,0.372600,0.365667,0.621938,0.128513,0.047769,0.084385,0.255154,101.000000,0.109244,0.193277,0.109244,0.042017,0.226891,0.100840,0.050420,0.042017,0.050420,237.000000,0.263295,1.026111,0.307040,99.000000,6.046993,4.214336,5.714545,5.966667,1.318072,4.233131,1.000301,5.628990,0.792837,53.000000,0.477612,0.313433,0.208955,-0.015985,0.284493,
2960,3.000000,527.000000,175.666667,274.826006,248,368,155.000000,5.794027,1.673540,4.260044,2.395664,5.627788,2.156018,165.000000,0.612000,0.487967,0.558364,0.613339,0.196153,0.483164,0.179569,0.564903,0.162669,50.000000,0.398667,0.515077,0.292100,0.488926,0.060814,0.113492,0.049508,0.223746,131.000000,0.111842,0.125000,0.111842,0.072368,0.269737,0.098684,0.065789,0.078947,0.006579,325.000000,0.351477,1.273043,0.189700,155.000000,5.794027,4.260044,5.627788,5.735484,1.089426,4.252258,0.944053,5.698000,0.814162,49.000000,0.542373,0.203390,0.254237,-1.700572,1.842444,
1181,1.000000,10.000000,10.000000,0.000000,5,5,2.000000,5.795000,1.680000,2.835000,2.015000,5.085000,2.135000,2.000000,0.615000,0.329500,0.444500,0.615000,0.103238,0.329500,0.053033,0.444500,0.105359,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,0.841250,0.583965,0.841250,2.000000,5.795000,2.835000,5.085000,5.795000,0.417193,2.835000,0.233345,5.085000,0.671751,0.000000,0.000000,0.000000,0.000000,-1.700572,1.842444,
1264,10.000000,704.000000,70.400000,148.080459,309,491,185.000000,5.968247,1.663265,4.156289,2.391409,5.810859,2.159485,204.000000,0.623234,0.457744,0.522016,0.620088,0.196288,0.455412,0.163727,0.522299,0.165171,48.000000,0.669400,0.567714,0.306250,0.567694,0.052297,0.062094,0.076563,0.319328,153.000000,0.128440,0.174312,0.128440,0.055046,0.284404,0.110092,0.064220,0.022936,0.009174,403.000000,0.299610,1.200975,0.355808,185.000000,5.968247,4.156289,5.810859,5.848000,1.171520,4.085459,0.818300,5.758541,0.860237,56.000000,0.638889,0.138889,0.222222,0.433359,1.034276,
697,7.000000,114.000000,16.285714,21.328496,83,131,48.000000,6.117353,1.657059,3.977794,2.388382,5.985735,2.168676,50.000000,0.639029,0.423429,0.528914,0.650440,0.151713,0.426880,0.119658,0.544020,0.143613,5.000000,0.000000,0.000000,0.016000,0.640714,0.000000,0.000000,0.003556,0.498333,31.000000,0.162791,0.279070,0.116279,0.023256,0.325581,0.046512,0.046512,0.000000,0.000000,105.000000,0.298676,1.175697,0.353235,48.000000,6.117353,3.977794,5.985735,6.104375,0.820897,3.884583,0.776528,5.890417,0.596671,17.000000,0.714286,0.238095,0.047619,1.541257,1.704165,
3213,13.000000,1215.000000,93.461538,253.947703,393,818,253.000000,6.009801,1.663300,4.102147,2.376521,5.750338,2.162903,267.000000,0.634971,0.465637,0.544739,0.644075,0.179521,0.461052,0.163774,0.558532,0.166831,46.000000,0.537071,0.315154,0.255045,0.594043,0.078323,0.042677,0.058448,0.290833,168.000000,0.108571,0.154286,0.157143,0.057143,0.297143,0.091429,0.057143,0.025714,0.014286,545.000000,0.257817,1.197846,0.270206,253.000000,6.009801,4.102147,5.750338,5.879644,1.079223,4.006640,0.833802,5.790791,0.786359,81.000000,0.596899,0.178295,0.224806,-0.086480,-1.441700,
2366,1.000000,1.000000,1.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.032000,nan,-0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.181054,1.390731,
148,1144.000000,20270.000000,17.718531,30.733912,3293,11858,1879.000000,5.728642,1.679930,4.195458,2.338956,5.532460,2.160942,2046.000000,0.580005,0.465864,0.504036,0.557768,0.230609,0.482819,0.187264,0.517755,0.179037,720.000000,0.497065,0.524423,0.492304,0.437624,0.103269,0.130300,0.080349,0.166546,1892.000000,0.110602,0.125054,0.089855,0.051223,0.185005,0.157390,0.055516,0.085563,0.063528,3863.000000,0.057798,1.312077,0.093338,1879.000000,5.728642,4.195458,5.532460,5.432980,1.362555,4.236051,0.945744,5.439372,0.963660,742.000000,0.387138,0.289080,0.323782,0.373325,-0.923151,
2554,2.000000,14.000000,7.000000,4.242641,8,8,5.000000,5.770000,1.546000,4.398000,2.428000,5.692000,2.054000,5.000000,0.532600,0.412000,0.572800,0.532600,0.217355,0.412000,0.304099,0.572800,0.129618,2.000000,0.606000,0.688000,0.000000,0.000000,0.303000,0.344000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.250000,0.000000,0.250000,0.000000,0.250000,0.000000,13.000000,0.252231,0.764041,0.252231,5.000000,5.770000,4.398000,5.692000,5.770000,0.929328,4.398000,0.591075,5.692000,0.876168,3.000000,0.333333,0.333333,0.333333,0.547969,0.607145,
619,1.000000,24.000000,24.000000,0.000000,24,27,14.000000,6.067500,1.681250,4.008125,2.429375,5.528125,2.140000,14.000000,0.597562,0.433937,0.515063,0.612929,0.237551,0.433571,0.139242,0.508071,0.154738,3.000000,0.000000,0.000000,0.750000,0.702000,0.000000,0.000000,0.250000,0.468000,10.000000,0.200000,0.200000,0.100000,0.000000,0.300000,0.100000,0.100000,0.000000,0.000000,31.000000,0.344065,0.898342,0.306971,14.000000,6.067500,4.008125,5.528125,6.040714,1.232624,4.045714,0.931118,5.581429,1.057754,3.000000,0.666667,0.000000,0.333333,0.815393,0.662457,
578,10.000000,374.000000,37.400000,45.879552,171,221,125.000000,6.234848,1.631030,4.122424,2.404545,5.762848,2.097697,132.000000,0.668709,0.438703,0.519826,0.655455,0.195087,0.442886,0.160195,0.517250,0.165587,32.000000,0.383333,0.358400,0.227000,0.532960,0.028750,0.044800,0.039725,0.333100,80.000000,0.172414,0.155172,0.146552,0.043103,0.284483,0.077586,0.051724,0.034483,0.008621,264.000000,0.510269,1.359477,0.584061,125.000000,6.234848,4.122424,5.762848,6.149280,1.051585,4.113520,0.800015,5.711440,0.770646,56.000000,0.582278,0.278481,0.139241,1.178325,1.183311,
1933,1.000000,3.000000,3.000000,0.000000,2,2,2.000000,5.085000,1.625000,3.675000,2.450000,4.510000,2.350000,2.000000,0.339000,0.332500,0.380500,0.339000,0.199404,0.332500,0.023335,0.380500,0.116673,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.197667,0.258748,0.197667,2.000000,5.085000,3.675000,4.510000,5.085000,0.502046,3.675000,0.388909,4.510000,0.141421,0.000000,0.000000,0.000000,0.000000,-0.273949,-0.008661,
2194,3.000000,626.000000,208.666667,344.984541,256,418,158.000000,5.726562,1.620859,4.231523,2.369023,5.614297,2.136758,167.000000,0.601838,0.481947,0.556740,0.601305,0.193380,0.479575,0.170788,0.555575,0.150456,41.000000,0.408500,0.487900,0.343538,0.572406,0.040180,0.079984,0.073213,0.300279,119.000000,0.144578,0.102410,0.108434,0.066265,0.259036,0.114458,0.078313,0.054217,0.036145,325.000000,0.307603,1.105909,0.416902,158.000000,5.726562,4.231523,5.614297,5.670000,1.160351,4.160886,0.929108,5.591329,0.831718,37.000000,0.473684,0.263158,0.263158,-1.056572,0.736206,
371,1.000000,3.000000,3.000000,0.000000,2,2,2.000000,5.085000,1.625000,3.675000,2.450000,4.510000,2.350000,2.000000,0.339000,0.332500,0.380500,0.339000,0.199404,0.332500,0.023335,0.380500,0.116673,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.197667,0.258748,0.197667,2.000000,5.085000,3.675000,4.510000,5.085000,0.502046,3.675000,0.388909,4.510000,0.141421,0.000000,0.000000,0.000000,0.000000,-1.480084,-0.351594,
3441,1.000000,1.000000,1.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.032000,nan,-0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.308878,-0.102691,
3433,9.000000,262.000000,29.111111,21.831425,125,253,73.000000,5.955772,1.624472,3.944228,2.304553,5.952276,2.210488,76.000000,0.629039,0.428157,0.523921,0.646329,0.187177,0.440237,0.147083,0.539289,0.156475,12.000000,0.636500,0.354667,0.016000,0.615333,0.079563,0.066500,0.002000,0.346125,43.000000,0.101449,0.188406,0.217391,0.028986,0.275362,0.086957,0.028986,0.043478,0.000000,164.000000,0.217213,1.191595,0.217229,73.000000,5.955772,3.944228,5.952276,5.996575,1.008159,3.955479,0.763164,5.912740,0.651439,25.000000,0.694444,0.222222,0.083333,1.178325,1.183311,
2105,76.000000,2699.000000,35.513158,105.897371,736,1428,469.000000,6.055488,1.638232,4.199902,2.359555,5.785141,2.127918,522.000000,0.643949,0.450642,0.534532,0.617720,0.207810,0.462222,0.174750,0.536138,0.169499,143.000000,0.430846,0.346205,0.310000,0.530817,0.047668,0.064821,0.059362,0.271055,383.000000,0.140216,0.120185,0.140216,0.069337,0.261941,0.092450,0.060092,0.047766,0.029276,1037.000000,0.333082,1.223560,0.458419,469.000000,6.055488,4.199902,5.785141,5.830661,1.158150,4.193262,0.887391,5.712559,0.836282,221.000000,0.509569,0.284689,0.205742,-1.935250,-0.655810,
1074,1.000000,1.000000,1.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.032000,nan,-0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.040199,-0.065816,
1669,1.000000,1.000000,1.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.032000,nan,-0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.373325,-0.923151,
1836,1.000000,1.000000,1.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.032000,nan,-0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.678952,-2.333604,
2681,1.000000,1.000000,1.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.032000,nan,-0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.373325,-0.923151,
2057,99.000000,1972.000000,19.919192,21.008588,476,1109,298.000000,5.976797,1.657813,4.128635,2.385404,5.695641,2.131838,319.000000,0.620348,0.465804,0.526528,0.609502,0.213127,0.461392,0.180757,0.522611,0.163542,97.000000,0.395960,0.385038,0.330733,0.428550,0.043996,0.044493,0.066147,0.245702,240.000000,0.121535,0.168443,0.127932,0.081023,0.196162,0.121535,0.057569,0.049041,0.023454,706.000000,0.280878,1.234639,0.373739,298.000000,5.976797,4.128635,5.695641,5.885436,1.239052,4.118859,0.909613,5.713423,0.878911,137.000000,0.559211,0.246711,0.194079,-1.935250,-0.655810,
1323,1.000000,3.000000,3.000000,0.000000,2,2,2.000000,5.085000,1.625000,3.675000,2.450000,4.510000,2.350000,2.000000,0.339000,0.332500,0.380500,0.339000,0.199404,0.332500,0.023335,0.380500,0.116673,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.197667,0.258748,0.197667,2.000000,5.085000,3.675000,4.510000,5.085000,0.502046,3.675000,0.388909,4.510000,0.141421,0.000000,0.000000,0.000000,0.000000,0.815393,0.662457,
721,78.000000,1943.000000,24.910256,31.209883,497,1246,295.000000,6.080622,1.642630,4.124780,2.361023,5.825596,2.145376,325.000000,0.635562,0.475901,0.525186,0.616966,0.214270,0.470237,0.180139,0.533218,0.173435,108.000000,0.416462,0.269250,0.267714,0.593281,0.023437,0.055948,0.056788,0.310766,263.000000,0.143345,0.141638,0.165529,0.076792,0.215017,0.066553,0.076792,0.069966,0.023891,722.000000,0.261791,1.267238,0.320738,295.000000,6.080622,4.124780,5.825596,5.910475,1.185503,4.157797,0.916244,5.680441,0.884347,141.000000,0.534884,0.292359,0.172757,-0.317974,-0.399224,
3430,1.000000,3.000000,3.000000,0.000000,2,2,2.000000,5.085000,1.625000,3.675000,2.450000,4.510000,2.350000,2.000000,0.339000,0.332500,0.380500,0.339000,0.199404,0.332500,0.023335,0.380500,0.116673,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.197667,0.258748,0.197667,2.000000,5.085000,3.675000,4.510000,5.085000,0.502046,3.675000,0.388909,4.510000,0.141421,0.000000,0.000000,0.000000,0.000000,-1.048386,0.335195,
1719,7.000000,140.000000,20.000000,21.408721,84,145,46.000000,6.084675,1.606234,4.143377,2.323766,5.827273,2.187013,47.000000,0.655603,0.447397,0.545603,0.663489,0.176364,0.439617,0.133714,0.550362,0.150600,8.000000,0.443500,0.234000,0.182000,0.682167,0.118267,0.031200,0.036400,0.272867,30.000000,0.087719,0.175439,0.175439,0.035088,0.280702,0.052632,0.052632,0.035088,0.035088,107.000000,0.234664,1.124012,0.205380,46.000000,6.084675,4.143377,5.827273,6.075435,0.997547,4.106304,0.861988,5.824783,0.695183,15.000000,0.807692,0.115385,0.076923,-0.803702,0.115484,
2279,183.000000,4565.000000,24.945355,40.774336,1074,2734,646.000000,6.004965,1.665619,4.209287,2.374682,5.740607,2.125991,703.000000,0.623803,0.463875,0.537408,0.598548,0.227034,0.487740,0.183347,0.547505,0.171567,231.000000,0.566250,0.459617,0.311807,0.543627,0.085115,0.090196,0.070954,0.231524,625.000000,0.121611,0.126259,0.144074,0.044926,0.223083,0.110767,0.073586,0.068164,0.032533,1481.000000,0.255811,1.352678,0.345903,646.000000,6.004965,4.209287,5.740607,5.726641,1.318238,4.252492,0.950689,5.654520,0.923096,308.000000,0.528551,0.247438,0.224012,0.373325,-0.923151,
1507,5.000000,125.000000,25.000000,21.988633,69,79,39.000000,5.987778,1.584222,4.292222,2.411556,5.718889,2.143333,41.000000,0.649745,0.476362,0.522809,0.621902,0.220100,0.465659,0.155936,0.516244,0.152547,15.000000,0.730500,0.473667,0.350400,0.678000,0.081167,0.078944,0.097333,0.301333,30.000000,0.157895,0.105263,0.105263,0.026316,0.210526,0.105263,0.131579,0.078947,0.026316,95.000000,0.149832,1.486658,0.301856,39.000000,5.987778,4.292222,5.718889,5.754359,1.434351,4.216410,0.856082,5.582821,0.950598,19.000000,0.363636,0.318182,0.318182,1.541257,1.704165,
617,1.000000,1.000000,1.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.032000,nan,-0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.306579,1.275497,
3325,10.000000,103.000000,10.300000,7.211873,58,68,34.000000,6.365610,1.626829,4.097561,2.428780,5.993902,2.168049,35.000000,0.688024,0.456690,0.570286,0.655629,0.237779,0.454914,0.153882,0.560257,0.127144,10.000000,0.853000,0.860000,0.358000,0.555143,0.077545,0.078182,0.065091,0.353273,31.000000,0.212121,0.090909,0.181818,0.060606,0.242424,0.060606,0.060606,0.030303,0.030303,79.000000,0.317696,0.970592,0.391287,34.000000,6.365610,4.097561,5.993902,6.180882,1.306873,4.056176,0.802904,5.910588,0.946233,17.000000,0.590909,0.272727,0.136364,0.815393,0.662457,
2650,9.000000,260.000000,28.888889,53.367697,154,207,93.000000,5.900397,1.700556,4.156667,2.391905,5.672063,2.162143,100.000000,0.633694,0.447060,0.527157,0.635880,0.196141,0.461020,0.168015,0.535220,0.150645,21.000000,0.533667,0.581000,0.370750,0.460462,0.043270,0.078514,0.160324,0.161784,69.000000,0.089109,0.099010,0.118812,0.059406,0.287129,0.089109,0.148515,0.029703,0.049505,200.000000,0.331715,1.268769,0.389952,93.000000,5.900397,4.156667,5.672063,5.831935,1.199110,4.175054,0.834087,5.754839,0.817101,29.000000,0.636364,0.212121,0.151515,1.541257,1.704165,
73,1.000000,1.000000,1.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.032000,nan,-0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.071901,0.846830,
536,23.000000,659.000000,28.652174,38.755186,213,336,117.000000,5.635000,1.659646,4.343232,2.329293,5.592677,2.188131,127.000000,0.585310,0.470733,0.519114,0.557906,0.238499,0.478299,0.166247,0.507551,0.165008,44.000000,0.354550,0.417714,0.350765,0.528321,0.089759,0.074025,0.075481,0.187253,127.000000,0.116822,0.102804,0.121495,0.084112,0.172897,0.149533,0.065421,0.060748,0.032710,316.000000,-0.058139,1.348695,0.009816,117.000000,5.635000,4.343232,5.592677,5.451624,1.403762,4.326581,0.971739,5.473761,0.921997,71.000000,0.421488,0.264463,0.305785,-1.935250,-0.655810,
3466,1.000000,3.000000,3.000000,0.000000,2,2,2.000000,5.085000,1.625000,3.675000,2.450000,4.510000,2.350000,2.000000,0.339000,0.332500,0.380500,0.339000,0.199404,0.332500,0.023335,0.380500,0.116673,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.197667,0.258748,0.197667,2.000000,5.085000,3.675000,4.510000,5.085000,0.502046,3.675000,0.388909,4.510000,0.141421,0.000000,0.000000,0.000000,0.000000,-0.634516,0.041735,
780,15.000000,624.000000,41.600000,64.996483,254,436,154.000000,6.029447,1.654553,4.002213,2.351830,5.884043,2.049277,163.000000,0.644171,0.435230,0.532940,0.636049,0.183143,0.449319,0.158006,0.544074,0.146411,28.000000,0.340750,0.479800,0.242375,0.512143,0.043968,0.077387,0.062548,0.231290,102.000000,0.090164,0.114754,0.131148,0.098361,0.286885,0.155738,0.057377,0.016393,0.016393,338.000000,0.410604,1.239714,0.421677,154.000000,6.029447,4.002213,5.884043,5.922403,1.000461,4.046688,0.792500,5.794740,0.744947,60.000000,0.525641,0.269231,0.205128,-1.935250,-0.655810,
